286	2	1
181	3	1
825	7	1
898	7	1
288	8	1
496	10	1
718	10	1
995	19	1
502	24	1
598	26	1
486	27	1
709	27	1
797	27	1
660	31	1
950	31	1
389	32	1
107	39	1
120	41	1
991	41	1
578	42	1
499	52	1
433	53	1
846	53	1
532	55	1
984	55	1
958	58	1
603	63	1
338	68	1
725	71	1
831	72	1
631	74	1
904	80	1
171	81	1
878	83	1
955	86	1
845	87	1
265	90	1
642	96	1
639	99	1
806	99	1
985	99	1
563	101	1
960	101	1
585	103	1
72	104	1
627	106	1
30	110	1
645	111	1
680	111	1
859	111	1
838	116	1
537	121	1
436	135	1
742	139	1
517	140	1
574	147	1
308	155	1
551	159	1
518	162	1
364	163	1
434	166	1
605	166	1
593	167	1
857	170	1
584	174	1
175	177	1
419	177	1
146	179	1
378	182	1
53	185	1
221	185	1
353	194	1
172	198	1
471	201	1
389	205	1
770	210	1
376	211	1
464	212	1
465	212	1
782	212	1
784	212	1
948	213	1
800	215	1
866	215	1
941	215	1
954	215	1
976	215	1
736	216	1
646	219	1
842	219	1
894	219	1
895	219	1
474	220	1
577	220	1
674	222	1
719	222	1
684	223	1
928	224	1
984	224	1
531	225	1
834	225	1
369	226	1
490	227	1
565	227	1
627	227	1
646	227	1
628	228	1
959	230	1
748	231	1
655	232	1
944	232	1
606	233	1
672	236	1
753	236	1
684	238	1
603	243	1
846	245	1
973	245	1
460	250	1
888	250	1
620	251	1
821	251	1
824	252	1
886	252	1
969	252	1
987	252	1
606	253	1
822	253	1
965	256	1
954	257	1
723	259	1
681	262	1
636	264	1
740	264	1
840	264	1
649	265	1
817	267	1
951	267	1
972	268	1
649	274	1
563	280	1
713	281	1
982	285	1
631	286	1
520	293	1
953	294	1
99	300	1
347	300	1
870	305	1
967	305	1
10	308	1
530	309	1
71	313	1
607	318	1
328	319	1
432	319	1
610	324	1
739	324	1
872	324	1
434	325	1
586	325	1
720	325	1
173	334	1
607	337	1
58	339	1
935	352	1
412	353	1
589	353	1
11	360	1
927	362	1
698	364	1
536	365	1
664	366	1
777	366	1
836	366	1
851	366	1
648	368	1
674	368	1
153	370	1
960	370	1
891	371	1
894	372	1
895	372	1
403	373	1
591	373	1
822	373	1
131	374	1
855	375	1
31	376	1
152	376	1
153	376	1
560	378	1
568	378	1
906	378	1
940	378	1
664	380	1
950	380	1
705	381	1
60	388	1
356	388	1
636	390	1
1000	392	1
659	401	1
757	401	1
822	401	1
867	401	1
362	403	1
511	404	1
512	404	1
806	404	1
303	408	1
651	408	1
869	416	1
699	417	1
110	425	1
732	425	1
949	425	1
572	427	1
27	434	1
441	435	1
525	435	1
288	436	1
547	437	1
562	437	1
697	438	1
755	444	1
980	447	1
645	451	1
876	457	1
899	457	1
431	462	1
367	469	1
315	471	1
135	472	1
27	478	1
542	485	1
808	485	1
700	486	1
823	487	1
364	488	1
65	490	1
85	490	1
393	490	1
447	490	1
943	493	1
418	499	1
520	507	1
804	507	1
551	508	1
42	511	1
493	513	1
494	513	1
105	527	1
418	527	1
279	535	1
297	545	1
581	546	1
395	547	1
440	548	1
562	550	1
470	551	1
497	551	1
755	551	1
667	554	1
597	555	1
723	555	1
837	557	1
944	560	1
699	561	1
780	561	1
798	561	1
867	561	1
930	561	1
945	561	1
524	565	1
901	565	1
159	566	1
650	568	1
717	570	1
592	572	1
843	572	1
473	574	1
558	574	1
303	575	1
484	576	1
602	577	1
758	577	1
764	578	1
689	580	1
704	580	1
757	581	1
661	583	1
673	585	1
838	585	1
403	586	1
571	587	1
891	588	1
553	595	1
885	596	1
835	598	1
625	601	1
968	601	1
781	602	1
742	607	1
909	607	1
711	610	1
