278	10	1
78	11	1
602	12	1
550	15	1
273	23	1
904	27	1
31	38	1
152	38	1
608	51	1
414	55	1
419	71	1
821	76	1
824	77	1
886	77	1
969	77	1
987	77	1
687	79	1
690	79	1
510	83	1
620	83	1
745	83	1
480	84	1
603	84	1
947	84	1
692	85	1
637	86	1
732	86	1
450	88	1
542	88	1
808	88	1
130	107	1
834	114	1
992	115	1
479	119	1
296	120	1
675	124	1
889	124	1
612	126	1
870	127	1
165	132	1
619	132	1
927	136	1
450	140	1
551	141	1
552	141	1
607	141	1
954	142	1
633	147	1
11	163	1
154	163	1
49	169	1
391	169	1
388	172	1
376	173	1
788	181	1
879	181	1
708	182	1
799	182	1
626	183	1
689	183	1
713	183	1
781	183	1
817	185	1
951	185	1
950	186	1
61	187	1
888	188	1
805	189	1
670	191	1
653	195	1
730	195	1
766	201	1
453	204	1
596	208	1
989	210	1
511	225	1
465	228	1
710	240	1
461	243	1
266	252	1
267	263	1
244	265	1
833	266	1
604	268	1
942	268	1
474	269	1
485	269	1
627	269	1
726	270	1
803	270	1
956	270	1
648	271	1
625	272	1
859	273	1
871	273	1
937	273	1
981	273	1
810	275	1
869	275	1
790	276	1
264	277	1
579	281	1
615	282	1
75	283	1
304	289	1
539	290	1
634	290	1
655	290	1
702	290	1
711	290	1
526	291	1
554	291	1
154	293	1
709	293	1
874	299	1
643	300	1
967	300	1
584	304	1
743	305	1
237	306	1
714	315	1
931	315	1
565	318	1
488	319	1
617	319	1
972	320	1
456	321	1
457	321	1
458	321	1
812	322	1
725	324	1
891	326	1
693	336	1
894	336	1
787	342	1
664	357	1
439	365	1
465	369	1
798	372	1
241	390	1
10	391	1
174	396	1
411	396	1
353	404	1
968	414	1
250	415	1
601	425	1
751	437	1
991	437	1
521	440	1
948	443	1
591	447	1
636	447	1
840	447	1
109	449	1
26	454	1
225	455	1
825	457	1
773	465	1
863	465	1
696	470	1
900	470	1
246	476	1
113	481	1
492	493	1
476	501	1
527	501	1
611	501	1
868	501	1
433	503	1
606	503	1
782	506	1
832	507	1
872	508	1
669	512	1
974	513	1
616	515	1
160	517	1
744	535	1
807	538	1
534	544	1
501	555	1
514	555	1
444	556	1
915	556	1
489	559	1
665	559	1
738	559	1
698	561	1
462	564	1
469	564	1
983	565	1
919	566	1
435	567	1
538	567	1
973	567	1
303	568	1
462	575	1
775	577	1
131	582	1
451	583	1
519	583	1
829	588	1
674	589	1
434	594	1
449	594	1
515	594	1
614	597	1
203	614	1
321	628	1
387	632	1
749	632	1
756	632	1
955	632	1
804	635	1
929	637	1
645	638	1
694	638	1
903	638	1
966	638	1
329	639	1
523	639	1
994	640	1
741	643	1
747	643	1
923	643	1
718	644	1
963	644	1
733	645	1
684	647	1
236	660	1
739	662	1
19	665	1
355	665	1
638	668	1
460	671	1
717	679	1
590	680	1
632	680	1
911	681	1
502	683	1
640	684	1
75	685	1
681	686	1
18	693	1
843	696	1
212	698	1
761	701	1
442	702	1
577	703	1
707	705	1
936	705	1
964	706	1
801	707	1
920	708	1
769	710	1
742	713	1
802	715	1
630	718	1
477	727	1
663	734	1
699	735	1
177	739	1
754	744	1
391	754	1
27	764	1
393	765	1
97	771	1
763	774	1
853	774	1
727	775	1
828	775	1
628	777	1
32	778	1
487	778	1
797	778	1
837	778	1
910	778	1
449	781	1
578	781	1
722	781	1
759	786	1
885	786	1
998	786	1
721	791	1
881	792	1
934	793	1
789	801	1
513	803	1
450	805	1
731	805	1
873	805	1
691	809	1
450	813	1
769	816	1
962	816	1
461	830	1
277	831	1
844	832	1
957	834	1
354	835	1
462	835	1
450	845	1
921	846	1
808	849	1
230	864	1
163	879	1
450	888	1
499	888	1
576	888	1
884	888	1
949	888	1
207	889	1
752	897	1
432	899	1
668	899	1
765	903	1
975	903	1
456	904	1
469	904	1
700	906	1
760	906	1
496	916	1
861	918	1
464	921	1
465	921	1
953	926	1
452	930	1
569	935	1
748	938	1
784	940	1
786	940	1
860	951	1
473	954	1
507	957	1
742	968	1
766	971	1
820	971	1
362	974	1
750	975	1
647	985	1
503	986	1
119	991	1
